paragrafo_id	tipo_conteudo	latex_proposto	obs
30333	manter_imagem		diagrama geométrico (cubo com diagonal)
30342	manter_imagem		diagrama geométrico (hexágono)
30358	manter_imagem		diagrama geométrico (sólido com ângulo)
30486	manter_imagem		gráfico de série histórica (chuva diária)
30788	manter_imagem		gráfico de função linear (salário x vendas)
30798	manter_imagem		gráfico de linha (percentual carregado)
30858	latex_candidato	\(\begin{array}{|l|c|c|}\hline & \textbf{Tipo A} & \textbf{Tipo B} \\\hline \text{Com defeito} & 5 & 3 \\\hline \text{Sem defeito} & 40 & 32 \\\hline\end{array}\)
30873	manter_imagem		diagrama geométrico (composição de quadrados)
30882	latex_candidato	\(\begin{array}{|c|c|c|c|c|c|}\hline \textbf{Corda 1} & \textbf{Corda 2} & \textbf{Corda 3} & \textbf{Corda 4} & \textbf{Corda 5} & \textbf{Corda 6} \\\hline 9{,}6 & 7{,}5 & 8{,}4 & 8{,}1 & 6{,}3 & 6{,}0 \\\hline\end{array}\)
30898	latex_candidato	\(\begin{array}{|c|c|c|}\hline \textbf{Distribuição do número total de aprovados em concurso} & & \\\hline & \textbf{Idade de 18 a 30 anos} & \textbf{Idade maior que 30 anos} \\\hline \textbf{2015} & 18\% & 82\% \\\hline \textbf{2016} & 25\% & 75\% \\\hline \textbf{2017} & 38\% & 62\% \\\hline \textbf{2018} & 32\% & 68\% \\\hline \textbf{2019} & 45\% & 55\% \\\hline\end{array}\)
30908	latex_candidato	\(\begin{array}{|l|c|}\hline \textbf{Dia da semana} & \textbf{Número de visitantes} \\\hline \text{Segunda-feira} & - \\\hline \text{Terça-feira} & 470 \\\hline \text{Quarta-feira} & 380 \\\hline \text{Quinta-feira} & 450 \\\hline \text{Sexta-feira} & - \\\hline\end{array}\)
30969	manter_imagem		diagrama geométrico (dois círculos)
31057	manter_imagem		diagrama geométrico (quadrado com área/lado algébrico)
31077	manter_imagem		ilustração (balde/vaso, 500 litros)
31107	manter_imagem		diagrama geométrico (quadrado com diagonal)
31166	manter_imagem		diagrama geométrico (cone)
31325	manter_imagem		diagrama geométrico (idêntico a 31057)
31345	manter_imagem		ilustração (idêntica a 31077)
31377	manter_imagem		figuras geométricas (retângulos e paralelogramo)
31490	manter_imagem		figuras geométricas (idênticas a 31377)
