paragrafo_id	tipo_conteudo	latex_proposto	obs
120164	manter_imagem		triangulo retangulo BCA, cotas 70m 240m
120311	manter_imagem		retangulo (Figura 1, 180m 90m) e quadrado (Figura 2, 120m)
120350	manter_imagem		triangulo retangulo, cotas 17,5cm 14cm, angulo beta
120383	manter_imagem		pentagono inscrito em circulo, raio 5, pontos A-E
120416	manter_imagem		diagrama de angulos com retas R S T O, 126 113 graus
120562	manter_imagem		formas de encaixe tipo quebra-cabeca (cantos C B A)
120583	latex_candidato	\(\begin{array}{|c|c|}\hline \textbf{Salário} & \textbf{Frequência}\\\hline 2 & 110\\\hline 3 & 60\\\hline 4 & 20\\\hline 5 & 10\\\hline\end{array}\)
120599	manter_imagem		quadrilatero A B D C com ponto R, cotas 5cm 12cm
120609	manter_imagem		retangulo ABCD dividido em regioes K L M N
120640	manter_imagem		grafico de linha com 3 series (ingles espanhol japones)
120753	manter_imagem		2 graficos de barras (Grafico I e II)
120917	latex_candidato	\(x=\sqrt[3]{2+\sqrt{-121}}+\sqrt[3]{2-\sqrt{-121}}\)	formula (questao 120912, 1 de 5), imagem ampliada 5x para conferir; mesmo conjunto de formulas reutilizado na questao-irma 120928
120919	latex_candidato	\(\sqrt{-1}\)	fragmento (questao 120912, 2 de 5)
120921	latex_candidato	\((2+\sqrt{-1})^3=2+\sqrt{-121}\)	formula (questao 120912, 3 de 5)
120923	latex_candidato	\((2-\sqrt{-1})^3=2-\sqrt{-121}\)	formula (questao 120912, 4 de 5)
120925	latex_candidato	\(\sqrt{-1}\)	fragmento (questao 120912, 5 de 5 - questao completa)
120933	latex_candidato	\(x=\sqrt[3]{2+\sqrt{-121}}+\sqrt[3]{2-\sqrt{-121}}\)	formula (questao 120928, 1 de 5) - mesmo conjunto reutilizado da questao-irma 120912
120935	latex_candidato	\(\sqrt{-1}\)	fragmento (questao 120928, 2 de 5)
120937	latex_candidato	\((2+\sqrt{-1})^3=2+\sqrt{-121}\)	formula (questao 120928, 3 de 5)
120939	latex_candidato	\((2-\sqrt{-1})^3=2-\sqrt{-121}\)	formula (questao 120928, 4 de 5) - 5o fragmento (120941, ordem7) ainda pendente, nao incluido neste lote
