paragrafo_id	tipo_conteudo	latex_proposto	obs
97850	latex_candidato	\(\overline{AB}\)	fragmento 3 de 5 (questao 97845)
97852	latex_candidato	\(\overline{DE}\)	fragmento 4 de 5 (questao 97845)
97854	manter_imagem		triangulo ABC com pontos D E, cotas 6cm 2cm 6cm 7,5cm (5o/ultimo item da questao 97845)
97863	manter_imagem		tesselacao triangular (padrao preto/branco) com pontos A B C D E F G H I
97879	latex_candidato	\(A\hat{B}C\)	fragmento 1 de 8 (questao 97876), imagem ampliada 5x - angulo ABC (nao "triangulo ABC" como pareceu na 1a leitura, tem circunflexo sobre o B)
97881	latex_candidato	\(A\hat{C}B\)	fragmento 2 de 8 (questao 97876)
97883	latex_candidato	\(\overline{AH}\)	fragmento 3 de 8 (questao 97876)
97885	latex_candidato	\(B\hat{A}C\)	fragmento 4 de 8 (questao 97876)
97887	latex_candidato	\(\overline{CS}\)	fragmento 5 de 8 (questao 97876)
97889	latex_candidato	\(A\hat{C}H\)	fragmento 6 de 8 (questao 97876)
97891	latex_candidato	\(A\hat{S}C\)	fragmento 7 de 8 (questao 97876)
97893	manter_imagem		triangulo ABC com pontos H (em BC) e S (interno), 8o/ultimo item da questao 97876
98009	manter_imagem		grafico de barras (principais infracoes de transito)
98018	latex_candidato	\(\begin{array}{|c|c|}\hline \textbf{Número de peças} & \textbf{Custo R\$}\\\hline 1 & 14{,}50\\\hline 2 & 29{,}00\\\hline 3 & 43{,}50\\\hline 4 & 58{,}00\\\hline 5 & 72{,}50\\\hline\end{array}\)
98141	latex_candidato	\(\begin{array}{|c|c|c|c|c|}\hline X & 0 & 4 & B & C\\\hline Y & -6 & A & 0 & 2\\\hline\end{array}\)
98349	manter_imagem		prisma reto de base quadrada, cotas 50cm 25cm (com legenda no proprio desenho)
98419	manter_imagem		triangulo com pontos A C D E B, cotas 3m 2m 5m 9m x Y
98441	latex_candidato	\(90, 95, 25, 38, 10, 55, 50, 70, 80, 70, 70, 52, 90, 56, 100\)	lista de numeros em quadro-negro decorativo (fundo nao tem valor grafico); imagem ampliada 4x para conferir digitos - conferir na revisao manual mesmo assim (fonte cursiva decorativa)
98449	manter_imagem		grafico de pizza (grau de escolaridade dos funcionarios)
98501	manter_imagem		forma circular com cunha recortada (tipo "pac-man")
