paragrafo_id	tipo_conteudo	latex_proposto	obs
138069	latex_candidato	\(\textbf{VOLUME SÓLIDO I}\)<<P>>\(\textbf{VOLUME SÓLIDO II}\)	rotulos de texto para os 2 solidos de revolucao (o diagrama do triangulo permanece na imagem anterior)
138077	manter_imagem		chave de divisao (algoritmo de divisao com letras) - layout especifico dificil de reproduzir fielmente, mesmo criterio do lote_079
138085	manter_imagem		grafico de barras dengue recorde no estado, com fonte
138099	latex_candidato	\(\text{I. }\sqrt{a^2}=\pm a\)<<P>>\(\text{II. }a^{-\frac{b}{c}}=\sqrt[b]{\left(\dfrac{1}{a}\right)^{c}}\)<<P>>\(\text{III. }\sqrt[b^2]{a^{b\cdot c}}=\sqrt[b]{a^{c}}\)	3 igualdades de radicais/potencias (imagem ampliada 4x p/ conferencia); item II tem expoente negativo -b/c
138121	manter_imagem		diagrama com pontos A B C D E (triangulos)
138158	latex_candidato	\(\begin{array}{|c|c|c|l|c|c|}\hline \textbf{Data} & \textbf{Partida} & \textbf{Tempo de viagem} & \textbf{Destino} & \textbf{Classe} & \textbf{Preço p/ pessoa}\\\hline 08/02/2016 & 19\text{h}30 & 14\text{h }30\text{min} & \text{Curitiba (PR)} & \text{Convencional} & \text{R\$ 199,87}\\\hline 15/02/2016 & 19\text{h}30 & 8\text{ horas} & \text{Uberlândia (MG)} & \text{Convencional} & \text{R\$ 170,66}\\\hline 26/02/2016 & 14\text{h} & 6\text{ horas} & \text{Petrópolis (RJ)} & \text{Convencional} & \text{R\$ 77,87}\\\hline \end{array}\)	tabela de viagens (6 colunas, dentro do limite)
138194	latex_candidato	\(\textbf{Promoção Pneu}\)<<P>>\(\text{R\$ 550,00}\)<<P>>\(\text{Pagamento à vista com 35\% de desconto}\)	banner de promocao de pneu; ilustracao do pneu permanece na imagem
138203	manter_imagem		infografico "tabela de precos" com icones de carro/moto e caixas coloridas
138211	latex_candidato	\(\begin{array}{|l|c|c|}\hline \textbf{Infração} & \textbf{Pontos perdidos na carteira} & \textbf{Valor de multa}\\\hline \text{Avançar o sinal vermelho do semáforo} & 7\text{ pontos} & \text{R\$ 191,54}\\\hline \text{Dirigir pelo acostamento} & 7\text{ pontos} & \text{R\$ 574,62}\\\hline \text{Não usar cinto de segurança (condutor e passageiros)} & 7\text{ pontos} & \text{R\$ 127,69}\\\hline \text{Parar o veículo sobre a faixa de pedestres} & 4\text{ pontos} & \text{R\$ 85,13}\\\hline \text{Estacionar em frente ao ponto de ônibus} & 4\text{ pontos} & \text{R\$ 85,13}\\\hline \text{Parar na calçada} & 3\text{ pontos} & \text{R\$ 53,20}\\\hline \end{array}\)	tabela infracao/pontos/multa
138220	latex_candidato	\(\textbf{Tarifas cobertas pelo taxímetro}\)<<P>>\(\text{Bandeirada}\ \ldots\ \text{R\$ 4,70}\)<<P>>\(\text{Km Bandeira 1}\ \ldots\ \text{R\$ 2,94}\)<<P>>\(\text{Km Bandeira 2}\ \ldots\ \text{R\$ 3,53}\)<<P>>\(\text{(2ª a 6ª feira, das 22 às 6h; sábados, a partir das 14h; domingos e feriados)}\)<<P>>\(\text{Hora parada}\ \ldots\ \text{R\$ 26,23}\)	texto de tarifas com reticencias, via <<P>>
138234	manter_imagem		figura irregular com medidas 60m 30m 40m 20m 20m 50m
138242	latex_candidato	\(\textbf{Pedágios BR 040}\)<<P>>\(\textit{Sentido da cobrança: Bidirecional}\)<<P>>\(\begin{array}{|l|l|c|}\hline \textbf{Pedágio} & \textbf{Veículo} & \textbf{Valor}\\\hline \text{Km 814 (Simão Pereira – MG)} & \text{Automóvel} & \text{R\$ 9,00}\\ & \text{Motocicleta} & \text{R\$ 4,50}\\\hline \text{Km 45,5 (Pedro do Rio – Petrópolis)} & \text{Automóvel} & \text{R\$ 9,00}\\ & \text{Motocicleta} & \text{R\$ 4,50}\\\hline \text{Km 104 (Xerém – Duque de Caxias)} & \text{Automóvel} & \text{R\$ 9,00}\\ & \text{Motocicleta} & \text{R\$ 4,50}\\\hline \end{array}\)<<P>>\(\text{Disponível em: <http://estradas.com.br/pedagios-minas-gerais/>. Acesso em: 5 mar. 2016.}\)	tabela de 3 pedagios simplificada (valores identicos nos 3 trechos), titulo+subtitulo+tabela+fonte via <<P>>
138252	manter_imagem		planificacao de aquario (5 paineis) com medidas
138305	manter_imagem		grafico de barras votos das donas de casa
138374	latex_candidato	\(\begin{array}{|l|c|}\hline \textbf{Comprimento:} & \text{50 metros}\\\hline \textbf{Largura:} & \text{25 metros}\\\hline \textbf{Número de raias:} & 8\\\hline \textbf{Largura das raias:} & \text{2,5 metros}\\\hline \textbf{Temperatura da água:} & \text{25°C a 28°C}\\\hline \textbf{Intensidade da luz:} & \text{>1500 lux}\\\hline \textbf{Profundidade:} & \text{2 metros}\\\hline \end{array}\)	tabela de especificacoes de piscina olimpica
138403	manter_imagem		grafico de barras acumulados de chuva em 24h com fonte
138430	latex_candidato	\(\begin{array}{|l|c|c|c|c|c|}\hline \textbf{Fonte de Variação} & \textbf{Graus de Liberdade} & \textbf{Soma de Quadrados} & \textbf{Quadrado Médio} & \textbf{Estatística F} & \textbf{P-Valor}\\\hline \text{Regressão} & 1 & A & 45,5 & B & 1,055\times 10^{-7}\\\hline \text{Resíduo} & C & 18,2 & D & & \\\hline \text{Total} & 24 & E & & & \\\hline \end{array}\)	tabela ANOVA com incognitas A-E e B a completar
138435	latex_candidato	\(\hat{\beta}_0=13{,}6\text{ e }\hat{\beta}_1=-0{,}08,\)	fragmento de coeficientes de regressao, mesma questao 138428 do item ANOVA acima
138443	latex_candidato	\(\begin{array}{|l|c|c|c|c|}\hline & \textbf{Coeficientes} & \textbf{Erro Padrão} & \textbf{Teste t} & \textbf{p-valor}\\\hline \text{Intercepto} & -23{,}63 & 5{,}66 & -4{,}175 & 0{,}000566\\\hline \text{X} & 0{,}85 & 0{,}10 & 8{,}500 & 1{,}02\times 10^{-7}\\\hline \end{array}\)<<P>>\(\text{Erro padrão residual: 2,5}\)	tabela de regressao linear (coeficientes/erro padrao/teste t/p-valor) + nota de erro padrao residual
138473	latex_candidato	\(\begin{array}{|l|c|c|c|c|}\hline & \textbf{Notebooks} & \textbf{Tablets} & \textbf{Celulares} & \textbf{Total}\\\hline \text{Marca A} & & x & & 3x\\\hline \text{Marca B} & & x-5 & x+3 & 4x+6\\\hline \text{Total} & & & 29 & 90\\\hline \end{array}\)	tabela vendas notebooks/tablets/celulares com incognitas algebricas
138550	manter_imagem		chave de divisao (algoritmo com letras) - mesmo criterio do lote_079
138583	manter_imagem		grafico de barras horizontais aplicativos de transporte privado, com icone e fonte
138592	manter_imagem		grafico de barras venda de salgados
138600	manter_imagem		planta baixa de estacionamento, medidas 27m e 12m
138609	latex_candidato	\(\textbf{AGENDA DE EVENTOS 2018}\)<<P>>\(\text{Abril – 08: Cavalgada a Ipoema.}\)<<P>>\(\text{Maio – 01: Festa do Trabalhador. Local: Centro Esportivo de Santa Bárbara.}\)<<P>>\(\text{Junho – 06 e 13: Festa de Santo Antônio. Local: Centro Histórico.}\)<<P>>\(\text{Julho – 29/06 a 01/07: Cavalhada de Brumal. Local: Praça do Rosário em Brumal.}\)<<P>>\(\text{Julho – 05 e 08: Exposição Agropecuária e Cavalgada. Local: Parque de Exposições Adilson Melo.}\)<<P>>\(\text{Agosto – 26: Festa da Partilha/Trabalhador Rural. Local: Costa Lacerda.}\)<<P>>\(\text{Setembro – 15 e 16: 6ª Edição Cultural/ERESB. Local: Espaço Cultural da Estação.}\)<<P>>\(\text{Setembro – 04: Aniversário de Santa Bárbara. Local: Colégio das Irmãs.}\)<<P>>\(\text{Dezembro – 04/12 a 06/01: Iluminação de Natal. Local: Centro Histórico de Santa Bárbara.}\)<<P>>\(\text{Dezembro – 31: Réveillon. Local: Espaço Cultural da Estação.}\)<<P>>\(\text{Disponível em: <http://bit.ly/2LXp007>.}\)	agenda de eventos, texto via <<P>>; icone decorativo pequeno no canto nao reproduzido
138623	latex_candidato	\(\begin{array}{|l|c|c|}\hline \textbf{Feiras} & \textbf{Dias} & \textbf{Horários}\\\hline \textbf{Feira das Raízes} & \text{Todos os sábados} & 6\text{h às }13\text{h}\\\hline \textbf{Feira da Agricultura Familiar} & \text{Sábado a quinta-feira} & 7\text{h às }12\text{h}\\ & \text{Sexta-feira} & 6\text{h às }17\text{h}\\\hline \end{array}\)	tabela feiras/dias/horarios (celula mesclada verticalmente na 2a linha)
138631	manter_imagem		grafico de barras preferencia musical (escola)
138648	manter_imagem		foto de predio "Prefeitura de Lavora" sobre malha quadriculada com marcadores de 1m (usado para medir a area do banner)
138672	latex_candidato	\(\textbf{LANCHES}\)<<P>>\(\text{MISTO QUENTE}\ \ldots\ \text{R\$ 5,00}\)<<P>>\(\text{HAMBÚRGUER}\ \ldots\ \text{R\$ 12,50}\)<<P>>\(\text{PÃO DE QUEIJO}\ \ldots\ \text{R\$ 2,50}\)<<P>>\(\text{COXINHA}\ \ldots\ \text{R\$ 2,50}\)<<P>>\(\text{REFRIGERANTE 350 ml}\ \ldots\ \text{R\$ 4,00}\)<<P>>\(\text{SUCO 350 ml}\ \ldots\ \text{R\$ 4,00}\)	banner "LANCHES" com precos, texto puro via <<P>>
138700	latex_candidato	\(\textbf{ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2015}\)<<P>>\(\begin{array}{|c|l|c|}\hline & \textbf{Nome do município} & \textbf{População estimada}\\\hline \text{A} & \text{Belo Horizonte} & 2.502.557\\\hline \text{B} & \text{Uberlândia} & 662.362\\\hline \text{C} & \text{Contagem} & 648.766\\\hline \text{D} & \text{Juiz de Fora} & 555.284\\\hline \text{E} & \text{Betim} & 417.307\\\hline \end{array}\)<<P>>\(\text{Disponível em: http://www.ibge.gov.br}\)<<P>>\(\text{Acesso em: 08 de mar. 2016.}\)	titulo+tabela+fonte via <<P>>
138723	latex_candidato	\(\begin{array}{|c|c|c|c|}\hline \textbf{Faixa etária} & \textbf{Valor (enfermaria)} & \textbf{Faixa etária} & \textbf{Valor (apartamento)}\\\hline 0-18 & 134{,}35 & 0-18 & 178{,}43\\\hline 19-23 & 144{,}83 & 19-23 & 192{,}35\\\hline 24-28 & 163{,}66 & 24-28 & 217{,}35\\\hline 29-33 & 191{,}48 & 29-33 & 254{,}30\\\hline 34-38 & 220{,}20 & 34-38 & 292{,}45\\\hline 39-43 & 268{,}64 & 39-43 & 356{,}79\\\hline 44-48 & 330{,}43 & 44-48 & 438{,}85\\\hline 49-53 & 380{,}00 & 49-53 & 504{,}67\\\hline 54-58 & 463{,}60 & 54-58 & 615{,}70\\\hline 59\text{ ou mais} & 672{,}22 & 59\text{ ou mais} & 892{,}77\\\hline \end{array}\)	tabela de plano de saude (enfermaria/apartamento coparticipativo)
138725	manter_imagem		imagem identica (mesmo arquivo, md5 igual) ao paragrafo anterior 138723 - conteudo ja transcrito no novo paragrafo inserido antes de 138723, nao duplicar
138742	latex_candidato	\(\begin{array}{|c|c|c|c|}\hline 88 & 58 & 54 & 64\\\hline 70 & 85 & 91 & 70\\\hline 76 & 66 & 56 & 92\\\hline \end{array}\)	grade 3x4 de numeros (massa de pacientes) sem cabecalho
