paragrafo_id	tipo_conteudo	latex_proposto	obs
82661	manter_imagem		planta baixa com regioes A-F e cotas (figura reutilizada de 82633)
82970	latex_candidato	\(\text{A figura acima, desenhada na escala 1:1.000, representa uma região considerada área de preservação ambiental. Um estudo dessa região mostrou a presença de um rio que ocupa 75\% do seu contorno.}\)	texto extraido; diagrama geometrico (pontos A B D E F G) permanece na imagem
82977	latex_candidato	\(\text{A figura acima, desenhada na escala 1:1.000, representa uma região considerada área de preservação ambiental. Um estudo dessa região mostrou a presença de um rio que ocupa 75\% do seu contorno.}\)	mesmo texto+figura reutilizados da questao 82968
83039	latex_candidato	\(\text{A leptospirose é, provavelmente, uma das zoonoses de maior preocupação em todo o mundo. Na zona urbana, principalmente em grandes cidades, durante a época das chuvas, as inundações constituem o principal fator de risco para a ocorrência de surtos epidêmicos de leptospirose humana. A tabela abaixo mostra dados referentes à leptospirose humana no estado do Acre em alguns meses de 2006. Observa-se, nessa tabela, que nem todos os casos notificados foram efetivamente confirmados.}\)<<P>>\(\begin{array}{|l|c|c|c|}\hline & \textbf{casos} & & \textbf{óbitos}\\\hline \textbf{mês} & \textbf{notificados} & \textbf{confirmados} & \\\hline \text{janeiro} & 54 & 21 & 0\\\hline \text{fevereiro} & 123 & 53 & 1\\\hline \text{março} & 173 & 124 & 3\\\hline \textbf{total} & 350 & 198 & 4\\\hline \end{array}\)	cabecalho "casos" mesclado sobre notificados/confirmados no original, tratado sem \multicolumn
83048	latex_candidato	\(\text{A leptospirose é, provavelmente, uma das zoonoses de maior preocupação em todo o mundo. Na zona urbana, principalmente em grandes cidades, durante a época das chuvas, as inundações constituem o principal fator de risco para a ocorrência de surtos epidêmicos de leptospirose humana. A tabela abaixo mostra dados referentes à leptospirose humana no estado do Acre em alguns meses de 2006. Observa-se, nessa tabela, que nem todos os casos notificados foram efetivamente confirmados.}\)<<P>>\(\begin{array}{|l|c|c|c|}\hline & \textbf{casos} & & \textbf{óbitos}\\\hline \textbf{mês} & \textbf{notificados} & \textbf{confirmados} & \\\hline \text{janeiro} & 54 & 21 & 0\\\hline \text{fevereiro} & 123 & 53 & 1\\\hline \text{março} & 173 & 124 & 3\\\hline \textbf{total} & 350 & 198 & 4\\\hline \end{array}\)	mesmo texto+tabela reutilizados da questao 83036
83107	manter_imagem		grafico de pizza 3d com A 25% B 25% C 40% D 10%
83123	manter_imagem		quadrado dividido em 3 regioes retangulares horizontais
83176	manter_imagem		grafico de temperatura de agua e oleo ao longo do tempo
83288	manter_imagem		triangulo com angulos alfa beta gama e setores circulares recortados nas pontas
83505	manter_imagem		ilustracao de duas embalagens de cafe com selos +20% e +15%
83570	latex_candidato	\(\text{1 DÓLAR = R\$ 3,20}\)<<P>>\(\text{1 EURO = R\$ 4,01}\)	placa/cartaz com cotacoes (padrao banner)
83597	manter_imagem		segmento A-B com distancia 180km
83605	manter_imagem		segmento A-B com distancia 450km
83682	manter_imagem		retangulo ABCD com pontos M N e diagonais internas
83690	manter_imagem		quadrado ABCD com quarto de circulo sombreado, pontos A B C D E F
83785	manter_imagem		retangulo ABCD com pontos M N e diagonais internas (figura reutilizada de 83682)
83838	latex_candidato	\(\dfrac{10}{5}\quad\dfrac{279}{93}\quad\dfrac{1024}{256}\quad\dfrac{2.455}{491}\quad\dfrac{X}{Y}\)
83881	latex_candidato	\(\begin{array}{|l|l|}\hline \textbf{Índice de Massa Corpórea} & \\\hline \text{Abaixo do peso} & 10<\text{IMC}<18\\\hline \text{Saudável} & 18<\text{IMC}<25\\\hline \text{Sobrepeso} & 25<\text{IMC}<30\\\hline \text{Obesidade grau I} & 30<\text{IMC}<35\\\hline \text{Obesidade grau II} & 35<\text{IMC}<40\\\hline \text{Obesidade grau III} & 40<\text{IMC}<70\\\hline \end{array}\)
83978	latex_candidato	\(\begin{array}{|l|c|}\hline \textbf{Vacina} & \textbf{Número de crianças vacinadas}\\\hline \text{Sabin} & 5.428\\\hline \text{Tríplice} & 4.346\\\hline \text{Febre amarela} & 5.800\\\hline \text{Sabin e Tríplice} & 812\\\hline \text{Sabin e Febre amarela} & 904\\\hline \text{Tríplice e Febre amarela} & 721\\\hline \text{Sabin /tríplice /Febre amarela} & 521\\\hline \text{Nenhuma} & 1.644\\\hline \end{array}\)
84310	manter_imagem		empilhamento de cubos identicos em perspectiva
