paragrafo_id	tipo_conteudo	latex_proposto	obs
132549	manter_imagem		tabela financeira larga (fator (1+i)^n e 1/(1+i)^n, 10 colunas x 15 linhas) - excede limite de colunas, reutilizada
132562	manter_imagem		mesma tabela financeira larga reutilizada (questao 132559, ordem0)
132565	manter_imagem		tabela IPTU Faixa A/B/C com cabecalhos mesclados (7 colunas no total) - atinge o limite, mesma questao 132559 ordem2
132611	latex_candidato	\(\begin{array}{|l|c|}\hline \textbf{Amigas} & \textbf{Número de Canais Selecionados}\\\hline \text{Ana} & 28\\\hline \text{Bia} & 33\\\hline \text{Cris} & 35\\\hline \end{array}\)	tabela amigas/numero de canais selecionados
132741	latex_candidato	\(\displaystyle\sum_{n=1}^{\infty}\dfrac{1}{n(n+1)}\)	formula de soma de serie completando "a soma da serie abaixo e"
132970	latex_candidato	\(\begin{array}{|l|c|}\hline & \textbf{Dimensões}\\\hline \text{Comprimento} & 20\text{ m}\\\hline \text{Largura} & 12\text{ m}\\\hline \text{Altura} & 10\text{ cm}\\\hline \end{array}\)	tabela dimensoes da laje (comprimento/largura/altura)
132987	latex_candidato	\(\begin{array}{|l|c|c|}\hline & \textbf{Valor unitário} & \textbf{Quantidade}\\\hline \text{Ingresso} & \text{R\$20,00} & 02\\\hline \text{Pipoca} & \text{R\$11,80} & 02\\\hline \text{Bebida} & \text{R\$5,60} & 02\\\hline \text{Doce} & X & 04\\\hline \end{array}\)	tabela despesas cinema com incognita X
133244	latex_candidato	\(\begin{array}{|l|c|c|}\hline \textbf{Produtos} & \textbf{Valor unitário} & \textbf{Quantidade}\\\hline \text{Salgado} & \text{R\$ 4,50} & 10\\\hline \text{Refrigerante} & \text{R\$ 5,50} & 08\\\hline \text{Suco} & \text{R\$ 6,00} & 04\\\hline \end{array}\)	tabela produtos/valor unitario/quantidade (venda de quiosque)
133306	latex_candidato	\(\begin{array}{|l|c|c|}\hline \textbf{Produtos} & \textbf{Valor unitário} & \textbf{Quantidade}\\\hline \text{Salgado} & \text{R\$ 4,50} & 10\\\hline \text{Refrigerante} & \text{R\$ 5,50} & 08\\\hline \text{Suco} & \text{R\$ 6,00} & 04\\\hline \end{array}\)	mesma tabela reutilizada da questao 133240
133390	manter_imagem		figura pentagonal tipo trapezio
133406	manter_imagem		tabela idade/numero de jogadores (7 colunas) - atinge o limite de largura
133440	manter_imagem		infografico "carne bovina - principais produtores em 2013" com icones/bandeiras
133465	latex_candidato	\(\begin{array}{|c|c|c|c|c|c|}\hline \textbf{t} & 2 & 3 & 4 & 5 & 6\\\hline 1{,}12^{t} & 1{,}25 & 1{,}40 & 1{,}57 & 1{,}76 & 1{,}97\\\hline \end{array}\)	tabela de valores de 1,12^t (6 colunas)
133592	latex_candidato	\(\textbf{Reajustes individuais}\)<<P>>\(\begin{array}{|c|c|}\hline \textbf{Ano} & \textbf{Reajustes no ano}\\\hline 2017 & 13{,}00\%\\\hline 2016 & 13{,}00\%\\\hline 2015 & 13{,}00\%\\\hline 2014 & 10{,}00\%\\\hline 2013 & 9{,}00\%\\\hline \end{array}\)<<P>>\(\text{Fonte: ANS. Disponível em http://www.ans.gov.br. Acesso em: 30 jun. 2019 (adaptado).}\)	titulo+tabela+fonte via <<P>>
133609	manter_imagem		grafico de linha IPCA x meta central de inflacao
133652	latex_candidato	\(\textbf{PROMOÇÃO}\)<<P>>\(\text{PREÇO: R\$1850,00}\)<<P>>\(\textit{ENTRADA:}\text{ A QUARTA PARTE DO VALOR}\)<<P>>\(\textit{RESTANTE}\text{ EM 5 PRESTAÇÕES IGUAIS.}\)	banner de promocao de celular; ilustracao do celular permanece na imagem
133667	manter_imagem		ilustracao de quadro de avisos (corticeira) com post-its, medidas 1,30m e 1,10m
133747	manter_imagem		mapa de assentos de onibus (diagrama)
133755	latex_candidato	\(\textbf{PROMOÇÃO}\)<<P>>\(\text{KIT 2 PNEUS ARO 13}\)<<P>>\(\text{R\$ 269,00}\)	banner de promocao de pneus; ilustracao dos pneus permanece na imagem
133769	manter_imagem		retangulo com medidas 36m e 15m
133839	manter_imagem		retangulo com area ocupada pela oficina demarcada, medidas 40m 18m 21m 12m
133854	latex_candidato	\(\begin{array}{|l|c|l|c|l|}\hline \textbf{Cidade} & \textbf{Km} & \textbf{Cidade} & \textbf{Km} & \textbf{Cidade}\\\hline \text{Santa Bárbara-MG} & 520 & \text{São Paulo} & 520 & \text{Santa Bárbara-MG}\\\hline \text{Santa Bárbara-MG} & 328 & \text{Rio de Janeiro} & 328 & \text{Santa Bárbara-MG}\\\hline \text{Santa Bárbara-MG} & 717 & \text{Goiânia} & 717 & \text{Santa Bárbara-MG}\\\hline \text{Santa Bárbara-MG} & 59 & \text{Belo Horizonte} & 59 & \text{Santa Bárbara-MG}\\\hline \end{array}\)	tabela de viagens ida e volta (5 colunas: cidade origem/km ida/cidade destino/km volta/cidade retorno)
133869	manter_imagem		triangulo inscrito em semicirculo, regiao hachurada
133929	manter_imagem		trapezio com medidas 3,7m 2,6m 4,2m
133968	manter_imagem		grafico de barras distribuicao de notas
134064	latex_candidato	\(\begin{array}{|l|c|}\hline & \textbf{Dimensões}\\\hline \text{Comprimento} & 20\text{ m}\\\hline \text{Largura} & 12\text{ m}\\\hline \text{Altura} & 10\text{ cm}\\\hline \end{array}\)	mesma tabela reutilizada da questao 132966
