paragrafo_id	tipo_conteudo	latex_proposto	obs
38350	latex_candidato	\(\dfrac{y_1+y_2+y_3+\ldots+y_n}{n}\)
38366	manter_imagem		diagrama geométrico (plano com pontos em grade)
38373	manter_imagem		diagrama geométrico (triângulo)
38417	manter_imagem		diagrama geométrico (cilindro)
38426	manter_imagem		diagrama geométrico (cilindro, igual a 38417)
38489	manter_imagem		figura geométrica em malha (triângulo com pontos)
38592	manter_imagem		foto (cadeado de combinação)
38600	manter_imagem		foto (haltere)
38619	latex_candidato	\(\begin{array}{|c|c|}\hline \textbf{Número de bonés} & \textbf{Custo total (R\$)} \\\hline 49 & 441 \\\hline 52 & 468 \\\hline\end{array}\)
38656	manter_imagem		diagrama geométrico (triângulo com ângulo)
38736	manter_imagem		diagrama geométrico (quadrado em círculo)
38770	latex_candidato	\(\dfrac{\cos(x)-\operatorname{tg}(x)}{\sec(x)-1}\)
38780	manter_imagem		diagrama geométrico (triângulo em malha)
38805	manter_imagem		gráfico de barras
38814	manter_imagem		diagrama geométrico (círculos concêntricos)
38837	manter_imagem		diagrama geométrico (círculos concêntricos, igual a 38814)
38845	manter_imagem		gráfico com pontos (reta)
38981	manter_imagem		diagrama geométrico (cilindro, igual a 38417)
39128	manter_imagem		gráfico de função
39163	manter_imagem		diagrama geométrico (trapézio)
