paragrafo_id	tipo_conteudo	latex_proposto	obs
37462	latex_candidato	\(\bar{x} = \dfrac{1}{n}\sum_{i=1}^{n} x_i\)
37471	latex_candidato	\(\dfrac{\#+1}{\#-1}\)	fragmento pequeno, parte da questão 37468
37473	latex_candidato	\(\dfrac{a-1}{a+1}\)	fragmento pequeno, parte da questão 37468
37586	manter_imagem		diagrama geométrico (retângulo)
37596	manter_imagem		diagrama geométrico (retângulo)
37713	manter_imagem		reta com pontos P, Q, X
37723	manter_imagem		diagrama geométrico (pentágono)
37733	manter_imagem		gráfico de barras horizontal (rendimento por região)
37743	manter_imagem		diagrama geométrico (retângulo composto com lados algébricos)
37797	manter_imagem		gráfico de barras
37899	manter_imagem		gráfico de barras (variação percentual)
37952	manter_imagem		figura geométrica (4 círculos)
37962	manter_imagem		diagrama geométrico (cone)
37971	manter_imagem		ilustração (teclado numérico, combinatória)
38073	manter_imagem		diagrama geométrico (retângulo dividido)
38170	manter_imagem		gráfico de função (parábola)
164896	latex_candidato	\(M = \begin{pmatrix}0 & 240 & 0 & 0 & 395 \\255 & 0 & 0 & 0 & 0 \\0 & 0 & 0 & 380 & 0 \\0 & 0 & 400 & 0 & 480 \\380 & 0 & 450 & 0 & 0\end{pmatrix}\)	diagrama de rotas (Manaus/Brasília/etc.) permanece na imagem, só a matriz M virou parágrafo — conferir valores contra a imagem original
38323	manter_imagem		figura geométrica (flor/pétalas)
38339	manter_imagem		gráfico de função (parábola)
38348	latex_candidato	\(M = \dfrac{x_1+x_2+x_3+\ldots+x_n}{n}\)
