paragrafo_id	tipo_conteudo	latex_proposto	obs
98584	manter_imagem		trapezio, cotas 5cm 10cm 6cm
98593	manter_imagem		escada apoiada em parede, cotas 4m 3m
98631	manter_imagem		triangulo ABC com angulos 35 55 e x graus
98651	manter_imagem		2 triangulos semelhantes, cotas 45cm 30cm, angulo 56 graus, incognita x
98849	manter_imagem		triangulo ABC com altura h, angulos 60 e 45 graus, base 6m, lado 3m
98869	manter_imagem		pentagono com angulos 2x, 11x+25, 9x-8, 3x+46, 15x-3
98993	manter_imagem		grafico em V (funcao modular)
99081	manter_imagem		retangulo dividido em 3 regioes I II III, cotas x e 1/3x
99090	manter_imagem		triangulo retangulo BAC, cota 150m
99301	manter_imagem		diagrama de terreno retangular com regiao sombreada, varias cotas (60m 45m 50m 300m 500m)
99467	latex_candidato	\(\begin{array}{|l|c|}\hline \textbf{Mês} & \textbf{Total de dias trabalhados}\\\hline \text{Outubro} & 24\\\hline \text{Novembro} & 23\\\hline \text{Dezembro} & 18\\\hline\end{array}\)
99477	manter_imagem		grafico com 4 curvas (funcoes h f g q)
99550	manter_imagem		grafico de linha (acidentes no trabalho por ano)
99559	latex_candidato	\(\textbf{Bimestres}\)<<P>>\(\begin{array}{|l|c|c|c|c|}\hline \textbf{Disciplinas} & \textbf{1°} & \textbf{2°} & \textbf{3°} & \textbf{4°}\\\hline \text{Português} & 7{,}8 & 6{,}3 & 6{,}7 & 7{,}1\\\hline \text{Matemática} & 6{,}4 & 6{,}6 & 4{,}8 & 8{,}2\\\hline \text{História} & 9{,}2 & 6{,}4 & 5{,}0 & 6{,}1\\\hline \text{Geografia} & 8{,}0 & 7{,}3 & 5{,}7 & 5{,}9\\\hline \text{Ciências} & 7{,}9 & 7{,}2 & 6{,}1 & 4{,}8\\\hline\end{array}\)	cabecalho "Bimestres" mesclado sobre as 4 colunas no original, sem multicolumn (titulo separado + colunas 1-4 diretas)
99612	latex_candidato	\(\begin{array}{|l|c|c|c|}\hline \textbf{Faixa de consumo (em m}^3\textbf{)} & \textbf{Tarifa (R\$)} & \textbf{Consumo (em m}^3\textbf{)} & \textbf{Valor pago (R\$)}\\\hline \text{até 10} & 30{,}00 & 10 & 30{,}00\\\hline \text{11 a 20} & 5{,}00 & 10 & 50{,}00\\\hline \text{21 a 30} & 7{,}00 & 8 & 56{,}00\\\hline \text{Acima de 31} & 8{,}00 & \text{–} & \text{–}\\\hline\end{array}\)<<P>>\(\text{Valor a ser pago pelo consumo: }136{,}00\)	linha de total (mesclada sobre 3 colunas no original) virou paragrafo separado, sem multicolumn
99631	manter_imagem		malha quadriculada com segmento de reta diagonal
99643	manter_imagem		3 quadrados de tamanhos diferentes (576cm2, 324cm2, 144cm2) - comparacao visual de escala
99667	latex_candidato	\(\begin{array}{|c|c|}\hline \textbf{Número de alunos} & \textbf{Notas}\\\hline 6 & 5{,}0\\\hline 5 & 8{,}0\\\hline 4 & 8{,}5\\\hline 5 & X\\\hline\end{array}\)
99678	manter_imagem		grafico de barras (percentual por regiao, 2014/2015)
99688	manter_imagem		prisma retangular, cotas 15cm 9cm 12cm ("figura fora de escala")
