paragrafo_id	tipo_conteudo	latex_proposto	obs
21724	manter_imagem		diagrama de planta (cômodos com medidas, igual a 21133)
21754	manter_imagem		diagrama de planta (idêntico)
21813	manter_imagem		diagrama geométrico (retângulo dividido)
21822	latex_candidato	\(3\dfrac{5}{3} - \sqrt[3]{27} + \left(\dfrac{3}{2} - 5^2\right) + \sqrt{144} =\)
21859	manter_imagem		diagrama geométrico (escada)
21925	manter_imagem		diagrama de planta (idêntico)
21942	manter_imagem		gráfico de barras (alunos por disciplina)
21953	manter_imagem		gráfico de barras (idêntico a 21942)
21969	latex_candidato	\(\begin{array}{|l|c|c|}\hline \textbf{Quadro I} & & \\\hline \textbf{DISCIPLINA} & \textbf{CARGA HORÁRIA} & \textbf{CONCEITO} \\\hline \text{Conjuntos e Funções} & 60 & \text{EXCELENTE} \\\hline \text{Geometria Analítica} & 60 & \text{EXCELENTE} \\\hline \text{Geometria Plana} & 90 & \text{REGULAR} \\\hline \text{Introdução à Educação} & 90 & \text{BOM} \\\hline\end{array}\)<<P>>\(\begin{array}{|c|c|}\hline \textbf{Quadro II} & \\\hline \textbf{CONCEITO} & \textbf{NOTA} \\\hline \text{Excelente} & 10{,}0 \\\hline \text{Bom} & 7{,}0 \\\hline \text{Regular} & 5{,}0 \\\hline \text{Insuficiente} & 2{,}0 \\\hline\end{array}\)	imagem tinha 2 tabelas lado a lado (Quadro I e II) — viraram 2 parágrafos separados
21978	manter_imagem		gráfico de função linear
22026	manter_imagem		diagrama geométrico (triângulos)
22036	manter_imagem		diagrama geométrico (triângulo com ângulo)
22060	manter_imagem		gráfico de função (parábola)
22160	manter_imagem		diagrama de planta (idêntico a 21133)
22218	manter_imagem		diagrama de planta (idêntico)
22234	manter_imagem		diagrama geométrico (retângulo dividido, igual a 21813)
22257	latex_candidato	\(3\dfrac{5}{3} - \sqrt[3]{27} + \left(\dfrac{3}{2} - 5^2\right) + \sqrt{144} =\)	expressão idêntica à do parágrafo 21822 (outra questão)
22314	manter_imagem		diagrama geométrico (retângulo "15 salas")
22360	manter_imagem		gráfico de hastes (quantidade de multas)
22474	manter_imagem		diagrama geométrico (escada, igual a 21859)
