paragrafo_id	tipo_conteudo	latex_proposto	obs
35650	manter_imagem		diagrama geométrico (caixa com nível de água)
35659	manter_imagem		diagrama geométrico (retângulo Lote I/Lote II)
35682	manter_imagem		gráfico de barras
35691	latex_candidato	\(\begin{array}{|l|c|c|c|}\hline \textbf{Especialidade — Período} & \textbf{Manhã} & \textbf{Tarde} & \textbf{Noite} \\\hline \text{Ouvido} & 10 & 2x & 0 \\\hline \text{Nariz} & x & 4 & 2 \\\hline \text{Garganta} & 20 & 3y & y \\\hline\end{array}\)
35748	manter_imagem		gráficos de pizza (igual a 32847)
35812	manter_imagem		gráficos de pizza (igual a 32847)
35913	manter_imagem		gráficos de pizza (igual a 32847)
35958	manter_imagem		gráficos de pizza (igual a 32847)
36010	manter_imagem		gráficos de pizza (igual a 32847)
36062	manter_imagem		gráficos de pizza (igual a 32847)
36163	manter_imagem		gráficos de pizza (igual a 32847)
36186	manter_imagem		ilustração (régua)
36221	manter_imagem		gráficos de pizza (igual a 32847)
36308	manter_imagem		gráficos de pizza (igual a 32847)
36361	manter_imagem		diagrama geométrico (retângulo)
36371	manter_imagem		diagrama de planta (consultório/sala de espera)
36482	manter_imagem		diagrama geométrico (triângulo com altura)
36511	manter_imagem		gráficos de pizza (igual a 32847)
36594	manter_imagem		diagrama geométrico (trapézio)
36603	manter_imagem		diagrama geométrico (triângulo com altura)
