paragrafo_id	tipo_conteudo	latex_proposto	obs
23102	latex_candidato	\(\overline{AC}\)	fragmento pequeno (notação de segmento), parte da questão 23096
23104	latex_candidato	\(\overline{BD}\)	fragmento pequeno, parte da questão 23096
23128	manter_imagem		gráfico de barras (com valores negativos)
23145	manter_imagem		diagrama geométrico (losango com retângulo)
23175	manter_imagem		diagrama geométrico (círculo com triângulo)
23183	manter_imagem		diagrama geométrico (hexágono)
23287	manter_imagem		diagrama geométrico (triângulo com ângulo)
23334	manter_imagem		diagrama geométrico (caixa, face lateral)
23344	manter_imagem		gráfico de barras
23368	latex_candidato	\(\begin{array}{|l|c|c|c|}\hline \textbf{Grupos} & \textbf{Nº de atendimentos} & \textbf{Nº de internações} & \textbf{Porcentagem} \\\hline \text{Cães} & 85 & & 20\% \\\hline \text{Gatos} & 60 & & 15\% \\\hline \text{Aves} & 5 & 1 & 20\% \\\hline\end{array}\)
23407	manter_imagem		diagrama geométrico (retângulo dividido, igual a 21813)
23430	latex_candidato	\(3\dfrac{5}{3} - \sqrt[3]{27} + \left(\dfrac{3}{2} - 5^2\right) + \sqrt{144} =\)	expressão idêntica à de 21822/22257/22483 (outras questões)
23438	manter_imagem		diagrama geométrico (escada, igual a 21859)
23539	manter_imagem		diagrama geométrico (prédio com ângulo)
23786	manter_imagem		diagrama geométrico (triângulo em círculo)
23864	manter_imagem		diagrama geométrico (dois círculos em retângulo)
23921	manter_imagem		diagrama geométrico (triângulo com ângulo, igual a 22036)
23954	manter_imagem		gráfico de função (parábola, igual a 22060)
24011	manter_imagem		gráfico de barras
24070	latex_candidato	\(\begin{array}{|c|c|c|}\hline \textbf{Dias} & \textbf{Valor Depositado} & \textbf{Valor Retirado} \\\hline 1.° & \text{R\$ 5,00} & \text{R\$ 0,00} \\\hline 2.° & \text{R\$ 2,10} & \text{R\$ 3,50} \\\hline 3.° & \text{R\$ 6,50} & \text{R\$ 4,10} \\\hline 4.° & \text{R\$ 3,80} & \text{R\$ 2,30} \\\hline 5.° & \text{R\$ 2,60} & \text{R\$ 4,90} \\\hline\end{array}\)
