paragrafo_id	tipo_conteudo	latex_proposto	obs
125977	manter_imagem		grafico de linha taxa de mortalidade infantil 2013-2017
126285	manter_imagem		grafico de barras percentual por faixa etaria zona urbana/rural
126316	manter_imagem		diagrama retangulo com faixa cinza altura c
126453	latex_candidato	\(\textbf{VIAJE BEM}\)<<P>>\(\text{Agência de turismo}\)<<P>>\(\textit{\textbf{CONHEÇA A REGIÃO DA SERRA DO CIPÓ!}}\)<<P>>\(\text{Transporte (ida e volta): R\$ 80,00}\)<<P>>\(\text{Hospedagem (diária): R\$ 90,00}\)<<P>>\(\text{Alimentação (por dia): R\$ 75,00}\)<<P>>\(\text{Passeios: R\$ 120,00}\)	banner de agencia de turismo; foto da cachoeira/legendas internas da foto permanecem na imagem
126469	latex_candidato	\(\textbf{GRIPAMEX}\)<<P>>\(\text{Venda sob prescrição médica}\)<<P>>\(\text{CONTÉM 5 CARTELAS COM 8 COMPRIMIDOS CADA}\)	embalagem de remedio, caixa 3D decorativa permanece na imagem
126501	manter_imagem		diagrama de regioes G/F com medidas 2x e X
126538	manter_imagem		triangulo com medidas 40m 120m 130m e angulos a b
126583	manter_imagem		retangulo com lado 8m
126608	latex_candidato	\(\begin{array}{|l|c|c|}\hline \textbf{Período} & \textbf{Homens} & \textbf{Mulheres}\\\hline \text{Manhã} & 12 & \\\hline \text{Tarde} & & 20\\\hline \text{Total} & 30 & \\\hline \end{array}\)	tabela periodo/homens/mulheres com celulas vazias a completar
126619	manter_imagem		retangulo ABCD dividido em regioes Q1/Q2
126649	manter_imagem		retangulo ABCD dividido em Q1/Q2 (figura reutilizada de 126619)
126681	manter_imagem		retangulo ABCD dividido em Q1/Q2 (figura reutilizada de 126619)
126704	latex_candidato	\(\dfrac{3}{8}\)	fragmento continuando enunciado "menor lado igual a ___ do maior lado"
126706	manter_imagem		retangulo ABCD dividido em Q1/Q2 (figura reutilizada de 126619; mesma questao do fragmento 126704 acima, sem problema de ordenacao pois so 1 das 2 imagens da questao virou latex_candidato)
126738	manter_imagem		figura irregular dividida em Q1/Q2/Q3
126775	manter_imagem		grafico de linha variacao real do salario minimo
126863	manter_imagem		grafico de barras producao e vendas de liquidificadores por mes
126934	manter_imagem		ilustracao de arvore com sombra e vareta (regra de tres)
126943	manter_imagem		figura em malha quadriculada com contorno irregular
126952	manter_imagem		diagrama de lago com dimensoes 550m e 400m
